# 2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
0.200,2.000,0.000,0.500,1.300,0.000,0.000,0.000,0.000,4.400
0.000,0.700,0.100,4.100,0.000,4.900,0.000,0.000,1.500,0.000
1.500,0.000,0.200,1.000,5.300,5.300,3.600,2.700,0.000,0.000
4.200,1.000,0.000,0.000,4.900,1.900,5.200,0.300,0.000,0.000
0.800,5.300,0.000,0.000,0.000,4.500,5.400,0.000,0.000,2.700
0.400,4.300,0.100,2.800,0.000,0.000,0.000,0.000,0.000,3.500
6.100,5.200,0.100,2.600,5.200,0.900,0.300,0.000,0.000,1.600
5.200,5.300,0.000,5.600,5.700,0.000,0.800,0.000,1.500,3.200
0.000,5.700,0.000,0.000,5.700,0.000,0.000,0.000,0.000,3.000
6.900,5.700,5.400,4.300,5.700,0.000,0.000,0.500,0.000,5.400
2.200,5.800,1.100,3.900,5.900,0.000,2.600,2.700,0.000,0.700
1.000,0.900,0.200,0.000,6.000,2.300,0.000,3.300,2.000,5.900
5.700,5.900,5.900,5.500,6.000,0.000,0.000,0.500,0.000,0.000
6.300,6.000,1.700,1.100,0.000,2.900,0.000,2.600,0.000,0.000
6.200,6.100,6.100,3.800,1.400,0.000,4.600,7.700,0.100,4.500
6.200,5.100,0.000,2.900,6.000,2.300,6.300,7.800,0.400,0.000
7.100,0.000,0.100,1.000,2.400,0.000,6.300,7.800,0.000,1.600
0.000,0.000,0.000,0.000,0.000,2.100,1.100,7.300,1.900,2.900
0.800,5.200,0.100,0.200,0.000,3.700,0.600,0.000,0.000,0.000
0.000,5.300,0.900,3.300,0.300,1.500,0.300,0.000,0.000,0.000
0.500,2.800,3.200,4.300,1.000,0.800,0.000,0.000,1.100,0.000
3.300,0.600,0.000,1.400,6.700,0.100,1.800,0.100,0.700,0.000
3.000,6.800,0.000,6.800,0.000,6.600,6.800,0.000,2.200,0.000
0.600,6.900,0.000,6.200,0.100,1.600,0.300,1.200,0.000,0.000
0.600,2.600,1.300,6.400,7.200,0.000,1.700,0.200,0.000,4.300
0.100,0.000,6.700,6.600,5.100,0.000,0.000,0.100,6.400,2.000
5.000,0.100,0.000,0.800,0.300,2.700,0.000,0.000,1.200,1.800
2.700,3.900,3.800,7.200,2.300,0.000,0.500,0.000,5.300,7.300
7.300,5.600,0.000,5.500,0.000,0.000,1.800,0.000,0.000,3.400
0.300,7.300,7.400,0.000,7.300,0.400,0.100,0.000,0.000,0.000
0.000,7.200,0.100,1.800,3.600,0.000,3.600,0.000,3.900,5.700
0.400,7.400,0.200,0.000,0.100,0.000,0.000,4.200,0.000,0.400
0.000,6.900,7.500,5.300,0.900,0.100,2.600,0.000,0.000,0.400
0.000,0.900,6.800,7.500,7.400,0.100,0.400,7.500,0.500,3.400
3.900,3.700,7.600,0.000,0.600,6.800,0.200,7.500,0.000,0.900
7.600,5.800,1.300,0.300,0.400,0.000,6.600,7.600,0.200,0.000
6.500,0.000,0.000,1.500,1.900,5.500,7.700,7.700,0.000,5.000
4.300,0.000,0.000,7.100,0.000,0.000,7.800,3.100,0.000,0.000
5.300,0.000,0.000,7.800,0.000,7.500,7.200,7.300,0.100,1.100
7.900,0.600,7.200,7.900,0.000,3.500,5.100,4.100,2.000,2.200
0.000,0.000,0.100,7.900,0.000,0.300,7.200,4.100,8.100,0.100
0.000,2.800,1.100,8.000,1.000,0.000,2.300,7.000,0.000,3.700
0.000,5.300,0.000,7.900,0.800,0.200,6.300,8.200,0.000,6.900
0.700,6.900,0.400,8.300,5.200,0.000,4.300,0.000,0.000,0.000
1.000,1.200,0.000,8.500,0.800,0.000,7.400,0.000,4.800,0.900
0.100,0.000,4.900,4.100,7.400,1.700,0.000,0.000,0.000,0.000
0.000,1.900,8.400,8.700,0.000,7.300,5.300,2.100,3.000,0.000
0.000,0.000,5.600,8.800,0.000,0.500,0.100,0.900,0.000,6.400
0.000,2.400,8.300,8.800,8.900,0.600,0.000,4.500,8.600,5.500
0.000,2.500,7.600,8.900,7.100,0.000,4.500,0.600,5.700,1.000
1.300,4.200,9.000,2.700,0.000,1.300,0.000,2.500,0.300,9.000
0.100,2.500,8.900,0.700,0.200,3.700,0.000,9.100,2.700,2.700
0.000,0.300,8.900,0.400,0.000,2.600,0.000,9.200,0.000,1.200
0.400,0.000,4.800,9.300,0.000,0.700,8.300,0.000,0.400,7.800
1.100,0.000,0.600,9.400,0.100,1.300,0.000,7.000,1.100,9.400
3.200,0.000,1.500,6.700,8.600,3.900,0.000,1.200,3.700,3.300
3.000,0.000,0.000,2.900,2.200,1.400,1.200,0.300,0.200,0.000
0.000,7.700,0.900,4.300,3.400,6.300,0.000,8.600,0.000,6.100
9.300,0.000,0.700,4.900,9.300,2.600,0.200,0.700,0.000,4.400
7.900,1.900,0.000,1.600,2.500,7.900,9.000,9.700,7.400,1.500
9.400,1.000,2.800,0.400,0.000,0.400,9.700,9.800,3.400,1.700
7.700,0.300,2.000,1.000,0.000,3.400,9.600,9.000,9.800,0.100
5.100,0.000,8.800,0.300,4.800,7.100,9.500,7.000,9.600,0.000
0.000,5.400,3.400,7.300,0.000,8.400,9.500,0.000,7.100,3.000
0.900,4.300,4.000,10.000,0.000,0.200,3.600,7.600,3.400,8.200
4.800,2.900,1.500,4.400,4.000,9.800,10.000,7.500,2.800,9.700
0.000,0.000,4.000,0.000,0.000,10.100,9.700,1.900,1.800,10.100
0.100,0.600,5.400,7.300,1.500,3.400,8.800,9.900,2.400,9.900
3.600,2.600,6.500,2.800,0.000,1.300,2.600,10.000,1.400,9.800
7.300,0.000,10.200,1.200,3.100,0.000,4.500,0.000,0.000,8.900
0.000,4.300,10.200,0.600,0.000,9.300,6.600,8.900,0.000,10.000
9.100,10.200,10.200,0.000,2.900,0.900,0.000,10.100,0.000,9.800
