# 2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
0.300,1.400,1.800,0.000,0.000,0.000,0.100,0.000,0.100,1.200
1.700,0.500,0.900,3.700,0.000,0.200,0.000,0.000,1.900,0.200
0.400,0.000,0.800,3.100,6.200,0.000,5.400,2.500,0.600,0.100
2.200,0.000,0.000,5.300,0.000,0.000,0.400,3.200,0.000,0.500
0.000,0.000,0.000,0.700,0.000,7.100,6.600,0.200,0.000,0.000
3.500,0.000,0.100,1.400,6.400,4.100,0.000,5.100,0.100,0.600
0.400,0.000,2.500,2.700,0.600,2.700,0.000,0.000,0.400,6.700
4.700,1.500,0.200,4.300,2.200,0.000,4.400,1.200,0.000,5.200
5.600,3.900,0.200,1.100,7.200,0.000,0.000,0.000,0.000,0.700
1.300,7.000,5.500,4.200,7.200,0.000,3.400,4.400,0.600,4.500
2.900,7.200,0.000,2.100,7.200,0.000,2.200,0.000,1.600,1.400
0.000,0.100,3.500,0.500,7.300,0.700,0.200,0.300,6.000,5.500
3.500,7.200,0.100,7.900,6.100,3.900,0.000,3.200,0.200,0.800
6.900,8.000,5.600,3.500,1.100,1.700,1.400,6.500,0.000,0.000
5.900,5.300,7.800,3.200,2.700,0.000,1.500,1.100,3.800,0.200
8.200,7.800,2.200,0.900,0.400,2.200,7.000,2.100,0.000,0.000
0.000,0.500,0.900,3.000,0.000,0.000,7.400,1.200,0.000,2.100
0.200,0.000,0.000,2.500,0.300,0.000,0.100,6.700,0.000,4.100
3.400,2.600,3.600,0.100,1.200,0.300,1.100,0.000,0.000,0.000
0.200,0.000,2.400,0.000,0.500,0.100,0.000,1.000,0.000,0.000
3.300,0.000,5.000,0.000,1.500,0.000,0.200,0.000,0.000,0.000
3.300,0.900,2.300,3.300,7.800,0.000,7.600,0.100,0.000,0.000
5.100,6.900,1.700,5.400,0.000,0.000,1.300,1.600,0.000,0.000
0.000,7.500,0.000,0.000,3.800,0.000,0.000,1.000,0.000,0.000
0.000,2.600,1.600,7.900,5.700,0.000,0.000,3.300,0.100,0.000
4.000,0.000,1.300,7.200,0.000,5.500,1.100,7.700,5.900,0.000
1.300,7.200,1.100,0.000,0.000,1.100,0.100,0.000,0.000,2.500
1.300,8.100,0.000,0.000,0.300,0.000,0.000,0.000,4.900,4.200
1.900,7.000,2.600,0.000,0.000,0.000,6.100,0.000,0.000,0.000
0.000,7.900,0.000,0.000,0.000,0.300,0.000,4.200,0.100,5.200
0.000,0.000,3.300,3.600,0.000,1.600,0.000,7.400,0.400,3.500
7.000,8.400,4.000,1.200,0.000,1.000,6.200,4.500,0.000,3.000
0.000,8.700,0.000,1.400,0.600,0.300,2.800,4.800,1.000,0.000
0.200,0.000,2.000,8.100,3.900,3.400,0.000,4.700,0.000,0.000
2.600,0.000,0.100,3.000,4.000,0.200,0.100,3.700,0.000,0.600
9.100,0.900,2.500,1.400,2.400,2.300,0.300,8.300,4.200,3.400
8.900,0.000,1.400,1.800,2.400,0.000,3.200,4.900,0.700,4.900
8.700,0.000,0.000,6.600,0.100,0.000,8.500,0.000,1.500,1.100
0.100,0.300,0.400,3.400,1.200,0.000,7.500,0.000,0.000,0.800
0.700,2.500,0.700,4.400,1.400,1.900,7.600,0.100,1.100,5.500
0.000,0.700,0.000,8.300,0.300,0.000,1.800,6.300,5.500,2.600
0.000,4.900,0.300,8.800,2.600,0.000,1.300,4.700,6.000,0.400
