# 2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
0.100,1.400,1.800,nan,nan,nan,nan,nan,nan,nan
1.500,0.100,0.600,nan,nan,nan,nan,nan,nan,nan
0.100,0.000,1.400,nan,nan,nan,nan,nan,nan,nan
1.700,0.000,0.000,nan,nan,nan,nan,nan,nan,nan
0.700,0.000,0.000,nan,nan,nan,nan,nan,nan,nan
3.800,0.000,0.300,nan,nan,nan,nan,nan,nan,nan
0.600,0.000,3.000,nan,nan,nan,nan,nan,nan,nan
4.600,3.700,0.000,nan,nan,nan,nan,nan,nan,nan
5.700,6.800,0.100,nan,nan,nan,nan,nan,nan,nan
2.400,6.700,5.500,nan,nan,nan,nan,nan,nan,nan
3.500,6.800,0.000,nan,nan,nan,nan,nan,nan,nan
0.000,0.200,3.400,nan,nan,nan,nan,nan,nan,nan
4.200,3.500,0.100,nan,nan,nan,nan,nan,nan,nan
4.200,7.300,6.600,nan,nan,nan,nan,nan,nan,nan
5.600,7.200,7.400,nan,nan,nan,nan,nan,nan,nan
7.600,7.300,2.300,nan,nan,nan,nan,nan,nan,nan
0.600,0.300,1.200,nan,nan,nan,nan,nan,nan,nan
0.200,0.000,0.000,nan,nan,nan,nan,nan,nan,nan
4.200,2.100,2.100,nan,nan,nan,nan,nan,nan,nan
0.000,0.200,1.300,nan,nan,nan,nan,nan,nan,nan
1.100,0.000,4.700,nan,nan,nan,nan,nan,nan,nan
0.900,0.100,2.600,nan,nan,nan,nan,nan,nan,nan
5.000,7.400,0.800,nan,nan,nan,nan,nan,nan,nan
0.000,7.100,0.000,nan,nan,nan,nan,nan,nan,nan
0.000,2.200,0.200,nan,nan,nan,nan,nan,nan,nan
0.500,0.000,1.500,nan,nan,nan,nan,nan,nan,nan
0.000,7.000,1.500,nan,nan,nan,nan,nan,nan,nan
0.000,7.600,0.000,nan,nan,nan,nan,nan,nan,nan
1.000,6.600,0.900,nan,nan,nan,nan,nan,nan,nan
0.000,7.000,0.100,nan,nan,nan,nan,nan,nan,nan
0.000,0.000,3.000,nan,nan,nan,nan,nan,nan,nan
6.700,7.900,4.400,nan,nan,nan,nan,nan,nan,nan
0.000,8.500,0.100,nan,nan,nan,nan,nan,nan,nan
0.000,0.000,1.800,nan,nan,nan,nan,nan,nan,nan
1.400,0.000,0.000,nan,nan,nan,nan,nan,nan,nan
9.000,0.300,1.900,nan,nan,nan,nan,nan,nan,nan
8.800,nan,1.300,nan,nan,nan,nan,nan,nan,nan
8.800,0.000,0.300,nan,nan,nan,nan,nan,nan,nan
0.200,0.000,1.100,nan,nan,nan,nan,nan,nan,nan
1.400,1.500,0.400,nan,nan,nan,nan,nan,nan,nan
0.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan
0.000,2.000,0.000,nan,nan,nan,nan,nan,nan,nan
0.000,4.600,0.000,nan,nan,nan,nan,nan,nan,nan
2.800,6.900,0.000,nan,nan,nan,nan,nan,nan,nan
4.500,1.300,0.000,nan,nan,nan,nan,nan,nan,nan
0.000,0.600,0.000,nan,nan,nan,nan,nan,nan,nan
0.000,0.400,2.900,nan,nan,nan,nan,nan,nan,nan
0.000,1.200,8.100,nan,nan,nan,nan,nan,nan,nan
5.500,3.500,9.500,nan,nan,nan,nan,nan,nan,nan
0.600,7.000,0.000,nan,nan,nan,nan,nan,nan,nan
0.400,0.000,4.200,nan,nan,nan,nan,nan,nan,nan
0.900,0.000,9.300,nan,nan,nan,nan,nan,nan,nan
0.000,0.000,5.200,nan,nan,nan,nan,nan,nan,nan
2.900,1.300,2.600,nan,nan,nan,nan,nan,nan,nan
9.100,4.400,5.000,nan,nan,nan,nan,nan,nan,nan
0.000,0.000,0.300,nan,nan,nan,nan,nan,nan,nan
0.000,0.000,0.800,nan,nan,nan,nan,nan,nan,nan
2.500,4.000,0.000,nan,nan,nan,nan,nan,nan,nan
8.900,0.600,3.000,nan,nan,nan,nan,nan,nan,nan
7.100,4.000,1.700,nan,nan,nan,nan,nan,nan,nan
10.000,9.300,1.500,nan,nan,nan,nan,nan,nan,nan
7.900,0.000,1.500,nan,nan,nan,nan,nan,nan,nan
0.800,4.800,4.900,nan,nan,nan,nan,nan,nan,nan
5.300,7.500,2.100,nan,nan,nan,nan,nan,nan,nan
1.800,0.700,2.100,nan,nan,nan,nan,nan,nan,nan
2.400,3.600,0.300,nan,nan,nan,nan,nan,nan,nan
0.000,5.100,2.200,nan,nan,nan,nan,nan,nan,nan
0.000,0.000,5.700,nan,nan,nan,nan,nan,nan,nan
11.100,4.400,7.700,nan,nan,nan,nan,nan,nan,nan
0.000,0.000,10.700,nan,nan,nan,nan,nan,nan,nan
4.200,0.200,11.100,nan,nan,nan,nan,nan,nan,nan
2.300,5.100,10.500,nan,nan,nan,nan,nan,nan,nan
3.200,10.200,9.300,nan,nan,nan,nan,nan,nan,nan
7.100,0.000,10.500,nan,nan,nan,nan,nan,nan,nan
7.500,0.000,9.200,nan,nan,nan,nan,nan,nan,nan
3.000,0.000,0.000,nan,nan,nan,nan,nan,nan,nan
4.000,0.000,0.300,nan,nan,nan,nan,nan,nan,nan
0.000,5.200,4.100,nan,nan,nan,nan,nan,nan,nan
11.000,5.800,0.300,nan,nan,nan,nan,nan,nan,nan
nan,0.000,0.100,nan,nan,nan,nan,nan,nan,nan
11.200,3.200,0.000,nan,nan,nan,nan,nan,nan,nan
4.900,11.600,5.500,nan,nan,nan,nan,nan,nan,nan
6.800,7.700,0.300,nan,nan,nan,nan,nan,nan,nan
0.100,0.800,8.000,nan,nan,nan,nan,nan,nan,nan
4.200,0.800,11.300,nan,nan,nan,nan,nan,nan,nan
0.600,5.500,11.100,nan,nan,nan,nan,nan,nan,nan
0.000,1.200,8.200,nan,nan,nan,nan,nan,nan,nan
0.000,3.000,6.500,nan,nan,nan,nan,nan,nan,nan
7.400,nan,6.300,nan,nan,nan,nan,nan,nan,nan
11.900,nan,7.100,nan,nan,nan,nan,nan,nan,nan
12.000,1.200,11.600,nan,nan,nan,nan,nan,nan,nan
12.200,7.500,11.600,nan,nan,nan,nan,nan,nan,nan
12.200,3.800,4.700,nan,nan,nan,nan,nan,nan,nan
11.800,6.300,7.100,nan,nan,nan,nan,nan,nan,nan
1.100,6.400,11.800,nan,nan,nan,nan,nan,nan,nan
7.600,5.100,6.400,nan,nan,nan,nan,nan,nan,nan
2.700,4.800,1.000,nan,nan,nan,nan,nan,nan,nan
4.500,10.000,1.600,nan,nan,nan,nan,nan,nan,nan
0.000,7.600,4.700,nan,nan,nan,nan,nan,nan,nan
0.500,0.000,1.900,nan,nan,nan,nan,nan,nan,nan
7.900,5.900,4.100,nan,nan,nan,nan,nan,nan,nan
3.900,0.000,11.400,nan,nan,nan,nan,nan,nan,nan
6.500,1.600,12.000,nan,nan,nan,nan,nan,nan,nan
2.400,0.700,12.400,nan,nan,nan,nan,nan,nan,nan
9.500,8.000,12.500,nan,nan,nan,nan,nan,nan,nan
9.600,0.000,12.400,nan,nan,nan,nan,nan,nan,nan
1.900,1.800,8.700,nan,nan,nan,nan,nan,nan,nan
8.300,7.800,2.500,nan,nan,nan,nan,nan,nan,nan
5.800,5.100,10.900,nan,nan,nan,nan,nan,nan,nan
10.800,10.900,9.600,nan,nan,nan,nan,nan,nan,nan
13.100,6.100,11.900,nan,nan,nan,nan,nan,nan,nan
nan,3.200,12.700,nan,nan,nan,nan,nan,nan,nan
12.700,4.700,12.300,nan,nan,nan,nan,nan,nan,nan
2.800,7.500,1.700,nan,nan,nan,nan,nan,nan,nan
0.000,9.800,11.800,nan,nan,nan,nan,nan,nan,nan
0.000,0.700,13.100,nan,nan,nan,nan,nan,nan,nan
5.300,0.000,13.100,nan,nan,nan,nan,nan,nan,nan
11.700,0.600,13.000,nan,nan,nan,nan,nan,nan,nan
1.900,3.700,10.500,nan,nan,nan,nan,nan,nan,nan
6.500,6.100,13.400,nan,nan,nan,nan,nan,nan,nan
13.200,7.500,13.300,nan,nan,nan,nan,nan,nan,nan
11.100,9.200,13.500,nan,nan,nan,nan,nan,nan,nan
2.600,11.500,13.500,nan,nan,nan,nan,nan,nan,nan
2.600,13.300,13.300,nan,nan,nan,nan,nan,nan,nan
8.600,13.400,12.400,nan,nan,nan,nan,nan,nan,nan
3.800,10.600,12.500,nan,nan,nan,nan,nan,nan,nan
1.500,12.300,0.000,nan,nan,nan,nan,nan,nan,nan
5.800,10.500,1.300,nan,nan,nan,nan,nan,nan,nan
5.100,11.600,2.400,nan,nan,nan,nan,nan,nan,nan
7.200,14.300,2.400,nan,nan,nan,nan,nan,nan,nan
6.000,14.300,4.000,nan,nan,nan,nan,nan,nan,nan
8.000,11.600,7.300,nan,nan,nan,nan,nan,nan,nan
11.200,2.100,4.000,nan,nan,nan,nan,nan,nan,nan
0.000,0.500,2.000,nan,nan,nan,nan,nan,nan,nan
3.400,8.500,1.600,nan,nan,nan,nan,nan,nan,nan
10.400,7.100,0.000,nan,nan,nan,nan,nan,nan,nan
0.000,2.100,8.600,nan,nan,nan,nan,nan,nan,nan
0.400,0.100,12.800,nan,nan,nan,nan,nan,nan,nan
13.900,6.700,9.600,nan,nan,nan,nan,nan,nan,nan
11.300,5.100,10.200,nan,nan,nan,nan,nan,nan,nan
0.700,2.100,14.000,nan,nan,nan,nan,nan,nan,nan
0.900,4.200,9.200,nan,nan,nan,nan,nan,nan,nan
0.000,8.000,3.100,nan,nan,nan,nan,nan,nan,nan
9.500,9.000,9.400,nan,nan,nan,nan,nan,nan,nan
11.700,0.000,11.100,nan,nan,nan,nan,nan,nan,nan
13.300,4.500,10.600,nan,nan,nan,nan,nan,nan,nan
11.700,2.600,6.000,nan,nan,nan,nan,nan,nan,nan
14.600,7.400,0.000,nan,nan,nan,nan,nan,nan,nan
13.700,6.000,0.000,nan,nan,nan,nan,nan,nan,nan
1.300,2.700,8.400,nan,nan,nan,nan,nan,nan,nan
6.600,0.500,8.100,nan,nan,nan,nan,nan,nan,nan
11.500,3.100,9.300,nan,nan,nan,nan,nan,nan,nan
3.400,6.300,2.500,nan,nan,nan,nan,nan,nan,nan
