# 2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
0.100,0.000,0.600,0.000,3.300,0.200,5.600,0.500,0.900,3.400
1.700,4.900,0.100,1.100,3.500,0.000,2.100,2.100,3.200,0.500
1.200,4.500,0.000,0.000,0.000,1.200,3.900,0.000,3.000,0.000
0.200,0.000,0.000,0.000,0.000,0.500,0.000,1.500,0.200,3.500
0.000,0.000,0.000,0.000,4.600,0.000,0.400,0.100,0.100,4.000
5.000,0.000,0.000,4.200,3.300,0.000,0.000,4.200,0.000,1.100
0.000,0.000,0.000,2.300,1.800,0.000,1.000,0.300,0.000,0.000
2.200,0.000,0.400,2.000,4.500,0.300,1.200,2.100,0.000,3.400
0.900,1.100,0.400,0.200,0.000,1.100,4.500,0.000,0.000,0.000
3.500,0.000,0.000,2.000,4.000,0.000,1.300,3.000,1.700,1.000
2.200,0.000,0.000,0.000,3.100,0.000,0.800,1.800,2.000,0.000
5.700,0.000,0.000,0.200,1.700,0.000,0.000,1.300,1.200,5.000
3.200,0.900,4.100,0.200,0.000,0.000,0.000,2.800,1.200,0.100
0.900,5.500,4.200,0.000,0.000,0.000,0.000,3.900,1.400,0.600
6.200,7.100,2.700,0.100,0.900,0.000,0.000,5.200,3.300,0.000
7.200,6.400,0.000,1.000,0.000,0.000,4.200,0.000,0.200,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,2.100,0.100
2.800,2.600,0.200,0.400,0.000,0.000,0.000,0.000,0.000,0.200
2.100,0.000,1.500,0.400,0.000,0.000,3.900,0.300,5.000,0.000
0.000,0.000,1.200,0.000,1.800,0.000,0.600,4.300,1.000,0.000
3.500,1.400,0.400,0.000,1.500,0.000,2.200,0.900,0.000,0.000
4.800,5.700,5.400,5.200,0.700,0.000,0.000,0.000,0.000,0.000
2.000,6.200,4.500,0.000,0.000,0.000,0.000,0.500,0.000,0.000
5.100,2.800,2.100,0.000,2.400,0.000,0.000,0.000,0.700,0.000
3.300,0.000,3.100,1.900,2.700,5.600,1.100,0.500,5.500,0.000
0.100,5.500,0.400,0.000,0.000,7.100,0.600,2.600,0.000,0.000
0.200,4.100,3.200,0.000,0.000,0.000,1.500,1.500,0.000,6.000
0.100,0.700,0.200,0.000,0.000,3.000,7.100,0.000,5.200,4.400
0.000,0.000,4.700,0.100,0.000,0.000,5.900,0.000,2.000,0.000
0.000,0.800,0.000,0.000,0.000,1.500,2.300,2.900,1.100,0.300
1.100,0.000,0.000,0.000,2.700,1.100,0.000,5.900,0.800,0.000
5.300,0.000,0.000,1.500,2.900,0.100,0.000,4.000,1.400,0.000
4.300,0.000,0.000,1.100,0.000,0.000,0.000,5.100,4.800,6.000
1.200,6.700,0.500,2.400,0.000,4.000,7.500,4.100,0.000,6.500
0.000,0.200,3.200,0.400,0.000,0.000,0.000,6.200,5.100,3.500
7.500,0.400,4.400,0.000,0.000,1.500,0.000,4.300,0.700,2.800
8.200,0.000,3.400,1.300,1.700,0.000,0.000,5.300,1.800,0.600
8.000,0.000,0.000,5.000,2.300,0.000,0.000,5.800,4.600,0.000
5.800,1.800,1.800,3.500,4.600,0.000,8.100,6.900,0.000,0.000
0.000,0.500,0.100,7.900,0.000,0.200,0.000,4.700,5.200,1.100
3.500,0.200,1.900,6.500,0.000,0.000,0.000,1.200,0.000,1.000
5.400,8.200,0.000,2.700,6.700,4.900,4.300,0.000,7.900,3.800
0.000,0.000,0.000,0.000,7.300,0.600,2.100,2.100,0.200,5.700
0.100,7.800,0.000,0.000,1.800,0.000,0.000,0.300,0.000,5.100
4.300,0.400,0.900,0.000,8.000,0.000,0.000,2.700,2.200,4.600
